date,BAMLH0A0HYM2
2000-11-17,5.569805582466885
2000-11-24,5.726015900413275
2000-12-01,5.864112769464395
2000-12-08,5.917306376494667
2000-12-15,6.034069886379408
2000-12-22,6.137387192361626
2000-12-29,6.019816645804598
2001-01-05,6.009556631188464
2001-01-12,5.627196209845996
2001-01-19,5.352872630646743
2001-01-26,5.149734285170085
2001-02-02,4.99977424507371
2001-02-09,5.056616434743377
2001-02-16,5.034783040937212
2001-02-23,5.165804496833337
2001-03-02,5.204621279126105
2001-03-09,5.170370020888476
2001-03-16,5.452703998476492
2001-03-23,5.486497023312046
2001-03-30,5.448164427766224
2001-04-06,5.461159843215437
2001-04-13,5.17789310586994
2001-04-20,5.015503630213942
2001-04-27,4.777765994279367
2001-05-04,4.624195294043908
2001-05-11,4.454096473372072
2001-05-18,4.279534185056889
2001-05-25,4.22535025290189
2001-06-01,4.173249669708876
2001-06-08,4.126169396445226
2001-06-15,4.205178152775142
2001-06-22,4.1594245236936205
2001-06-29,4.022709518854461
2001-07-06,4.067509226732427
2001-07-13,4.0302398691609955
2001-07-20,4.054219539583168
2001-07-27,4.007467445198351
2001-08-03,3.901469813818741
2001-08-10,4.0651356808546835
2001-08-17,4.273624754741446
2001-08-24,4.249013962944298
2001-08-31,4.475116828702637
2001-09-07,4.788807409856089
2001-09-14,5.259453630202919
2001-09-21,5.622009900969854
2001-09-28,5.442397574063295
2001-10-05,5.434439811057217
2001-10-12,5.342872434306257
2001-10-19,5.227647599548712
2001-10-26,5.098720052580462
2001-11-02,5.127219915282935
2001-11-09,4.973818216381025
2001-11-16,4.775680603782443
2001-11-23,4.704921011275586
2001-11-30,4.884495349017113
2001-12-07,4.817670211366204
2001-12-14,4.821249700348636
2001-12-21,4.7414959083194335
