trade_date,ticker,close,source_name,fetch_timestamp,price_basis
2013-09-13,QQQ,78.059998,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-09-16,QQQ,77.849998,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-09-17,QQQ,78.370003,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-09-18,QQQ,79.309998,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-09-19,QQQ,79.5,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-09-20,QQQ,78.989998,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-09-23,QQQ,78.830002,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-09-24,QQQ,78.830002,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-09-25,QQQ,78.559998,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-09-26,QQQ,79.169998,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-09-27,QQQ,79.07,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-09-30,QQQ,78.879997,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-10-01,QQQ,79.68,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-10-02,QQQ,79.650002,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-10-03,QQQ,78.720001,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-10-04,QQQ,79.400002,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-10-07,QQQ,78.739998,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-10-08,QQQ,77.220001,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-10-09,QQQ,76.980003,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-10-10,QQQ,78.610001,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-10-11,QQQ,79.230003,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-10-14,QQQ,79.790001,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-10-15,QQQ,79.480003,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
